newscan,angle,distance
0,50.484375,3553.75
0,53.03125,3343.5
0,55.53125,3278.5
0,58.03125,3223.75
0,60.421875,3180.0
0,62.921875,3139.5
0,65.40625,3104.5
0,67.875,3208.75
0,70.390625,3184.75
0,72.875,3166.5
0,75.375,3154.75
0,77.875,3158.0
0,80.375,3165.5
0,82.984375,3179.5
0,85.484375,3190.0
0,87.96875,3207.75
0,90.484375,3250.0
0,92.96875,3276.0
0,95.5,3326.25
0,97.96875,3382.25
0,100.53125,3040.25
0,103.09375,2774.0
0,105.625,2561.25
0,108.0625,2334.0
0,110.609375,2227.5
0,113.109375,2074.0
0,115.6875,1869.25
0,118.25,1778.5
0,120.78125,1744.75
0,123.28125,1662.25
0,125.84375,1609.25
0,128.390625,1517.75
0,130.828125,1524.25
0,254.296875,352.0
0,261.578125,361.75
0,264.015625,362.25
0,266.546875,364.75
0,268.6875,367.75
0,271.265625,370.75
0,273.53125,375.25
0,276.3125,380.25
0,278.5625,386.25
0,281.1875,392.75
0,283.484375,401.0
0,285.796875,410.5
0,288.328125,400.5
0,290.625,426.5
0,297.84375,0.0
0,300.359375,0.0
0,297.578125,551.0
0,299.96875,571.5
0,302.140625,595.0
0,304.65625,622.75
0,306.8125,651.5
0,309.296875,687.0
0,311.703125,724.5
0,313.984375,770.5
0,316.328125,825.25
0,318.765625,885.5
0,321.140625,961.0
0,323.671875,1051.25
0,328.5625,1132.5
0,330.90625,1282.5
0,333.25,1477.25
0,345.203125,3576.0
0,347.65625,3619.5
1,350.109375,4062.0
0,352.625,4070.0
0,355.734375,1513.5
0,358.234375,1497.0
0,0.703125,1508.0
0,10.265625,0.0
0,12.765625,0.0
0,7.640625,3872.5
0,14.0625,812.25
0,16.390625,843.0
0,18.90625,820.0
0,21.5,801.0
0,24.015625,792.75
0,26.40625,817.75
0,28.9375,834.25
0,31.40625,864.25
0,33.859375,873.75
0,36.1875,953.75
0,45.203125,0.0
0,47.703125,0.0
0,42.5625,3872.5
